;txNomeParlamentar;idecadastro;sgUF;sgPartido;vlrDocumento;numMes
53383;CELSO MALDANER;141405.0;SC;MDB;20.0;10
53384;CELSO MALDANER;141405.0;SC;MDB;42.85;7
53385;CELSO MALDANER;141405.0;SC;MDB;400.0;1
53386;CELSO MALDANER;141405.0;SC;MDB;400.0;4
53387;CELSO MALDANER;141405.0;SC;MDB;400.0;5
53388;CELSO MALDANER;141405.0;SC;MDB;400.0;12
53389;CELSO MALDANER;141405.0;SC;MDB;37.14;1
53390;CELSO MALDANER;141405.0;SC;MDB;148.72;2
53391;CELSO MALDANER;141405.0;SC;MDB;89.37;3
53392;CELSO MALDANER;141405.0;SC;MDB;58.17;5
53393;CELSO MALDANER;141405.0;SC;MDB;64.69;6
53394;CELSO MALDANER;141405.0;SC;MDB;55.76;7
53395;CELSO MALDANER;141405.0;SC;MDB;79.64;11
53396;CELSO MALDANER;141405.0;SC;MDB;80.54;4
53397;CELSO MALDANER;141405.0;SC;MDB;75.33;11
53398;CELSO MALDANER;141405.0;SC;MDB;94.72;12
53399;CELSO MALDANER;141405.0;SC;MDB;57.87;9
53400;CELSO MALDANER;141405.0;SC;MDB;336.07;1
53401;CELSO MALDANER;141405.0;SC;MDB;336.27;3
53402;CELSO MALDANER;141405.0;SC;MDB;336.07;4
53403;CELSO MALDANER;141405.0;SC;MDB;336.07;5
53404;CELSO MALDANER;141405.0;SC;MDB;336.07;6
53405;CELSO MALDANER;141405.0;SC;MDB;348.16;7
53406;CELSO MALDANER;141405.0;SC;MDB;336.07;6
53407;CELSO MALDANER;141405.0;SC;MDB;374.49;7
53408;CELSO MALDANER;141405.0;SC;MDB;414.43;8
53409;CELSO MALDANER;141405.0;SC;MDB;414.43;10
53410;CELSO MALDANER;141405.0;SC;MDB;336.27;10
53411;CELSO MALDANER;141405.0;SC;MDB;361.93;10
53412;CELSO MALDANER;141405.0;SC;MDB;364.43;12
53413;CELSO MALDANER;141405.0;SC;MDB;167.35;6
53414;CELSO MALDANER;141405.0;SC;MDB;85.9;8
53415;CELSO MALDANER;141405.0;SC;MDB;490.05;10
53416;CELSO MALDANER;141405.0;SC;MDB;436.5;11
53417;CELSO MALDANER;141405.0;SC;MDB;250.0;1
53418;CELSO MALDANER;141405.0;SC;MDB;250.0;2
53419;CELSO MALDANER;141405.0;SC;MDB;250.0;6
53420;CELSO MALDANER;141405.0;SC;MDB;250.0;4
53421;CELSO MALDANER;141405.0;SC;MDB;250.0;3
53422;CELSO MALDANER;141405.0;SC;MDB;250.0;5
53423;CELSO MALDANER;141405.0;SC;MDB;250.0;9
53424;CELSO MALDANER;141405.0;SC;MDB;250.0;11
53425;CELSO MALDANER;141405.0;SC;MDB;250.0;8
53426;CELSO MALDANER;141405.0;SC;MDB;250.0;7
53427;CELSO MALDANER;141405.0;SC;MDB;250.0;10
53428;CELSO MALDANER;141405.0;SC;MDB;250.0;12
53429;CELSO MALDANER;141405.0;SC;MDB;65.0;10
53430;CELSO MALDANER;141405.0;SC;MDB;175.0;11
53431;CELSO MALDANER;141405.0;SC;MDB;53.5;4
53432;CELSO MALDANER;141405.0;SC;MDB;517.0;1
53433;CELSO MALDANER;141405.0;SC;MDB;517.0;2
53434;CELSO MALDANER;141405.0;SC;MDB;517.0;3
53435;CELSO MALDANER;141405.0;SC;MDB;517.0;4
53436;CELSO MALDANER;141405.0;SC;MDB;517.0;5
53437;CELSO MALDANER;141405.0;SC;MDB;556.0;7
53438;CELSO MALDANER;141405.0;SC;MDB;556.0;8
53439;CELSO MALDANER;141405.0;SC;MDB;556.0;9
53440;CELSO MALDANER;141405.0;SC;MDB;556.0;10
53441;CELSO MALDANER;141405.0;SC;MDB;556.0;11
53442;CELSO MALDANER;141405.0;SC;MDB;556.0;12
53443;CELSO MALDANER;141405.0;SC;MDB;517.0;6
53444;CELSO MALDANER;141405.0;SC;MDB;180.0;1
53445;CELSO MALDANER;141405.0;SC;MDB;90.0;2
