txNomeParlamentar;idecadastro;sgPartido;sgUF;numMes;totalGastosMes;sexo;numeroComissoes
JORGINHO MELLO;160509.0;PR;SC;1;30139.879999999983;M;27
JORGINHO MELLO;160509.0;PR;SC;2;39524.030000000006;M;27
JORGINHO MELLO;160509.0;PR;SC;3;34941.57000000001;M;27
JORGINHO MELLO;160509.0;PR;SC;4;39844.17000000002;M;27
JORGINHO MELLO;160509.0;PR;SC;5;41927.450000000026;M;27
JORGINHO MELLO;160509.0;PR;SC;6;26895.59999999999;M;27
JORGINHO MELLO;160509.0;PR;SC;7;25536.18;M;27
JORGINHO MELLO;160509.0;PR;SC;8;14526.800000000001;M;27
JORGINHO MELLO;160509.0;PR;SC;9;22305.249999999996;M;27
JORGINHO MELLO;160509.0;PR;SC;10;22940.489999999998;M;27
JORGINHO MELLO;160509.0;PR;SC;11;38428.85;M;27
JORGINHO MELLO;160509.0;PR;SC;12;42394.54;M;27
