txNomeParlamentar;idecadastro;sgPartido;sgUF;numMes;totalGastosMes;sexo;numeroComissoes
MARCO TEBALDI;160536.0;PSDB;SC;1;31786.570000000003;M;11
MARCO TEBALDI;160536.0;PSDB;SC;2;49680.99999999999;M;11
MARCO TEBALDI;160536.0;PSDB;SC;3;47566.15000000001;M;11
MARCO TEBALDI;160536.0;PSDB;SC;4;48091.06999999999;M;11
MARCO TEBALDI;160536.0;PSDB;SC;5;34618.98000000001;M;11
MARCO TEBALDI;160536.0;PSDB;SC;6;33007.68;M;11
MARCO TEBALDI;160536.0;PSDB;SC;7;20478.69;M;11
MARCO TEBALDI;160536.0;PSDB;SC;8;19064.149999999998;M;11
MARCO TEBALDI;160536.0;PSDB;SC;9;12242.710000000001;M;11
MARCO TEBALDI;160536.0;PSDB;SC;10;15408.080000000002;M;11
MARCO TEBALDI;160536.0;PSDB;SC;11;78686.31;M;11
MARCO TEBALDI;160536.0;PSDB;SC;12;54488.6;M;11
