;txNomeParlamentar;idecadastro;sgUF;sgPartido;vlrDocumento;numMes
211001;MARCO TEBALDI;160536.0;SC;PSDB;369.63;1
211002;MARCO TEBALDI;160536.0;SC;PSDB;118.5;3
211003;MARCO TEBALDI;160536.0;SC;PSDB;359.43;3
211004;MARCO TEBALDI;160536.0;SC;PSDB;92.32;10
211005;MARCO TEBALDI;160536.0;SC;PSDB;198.76;6
211006;MARCO TEBALDI;160536.0;SC;PSDB;337.82;3
211007;MARCO TEBALDI;160536.0;SC;PSDB;182.64;5
211008;MARCO TEBALDI;160536.0;SC;PSDB;111.99;10
211009;MARCO TEBALDI;160536.0;SC;PSDB;89.23;4
211010;MARCO TEBALDI;160536.0;SC;PSDB;230.27;7
211011;MARCO TEBALDI;160536.0;SC;PSDB;245.63;8
211012;MARCO TEBALDI;160536.0;SC;PSDB;324.34;11
211013;MARCO TEBALDI;160536.0;SC;PSDB;1141.01;2
211014;MARCO TEBALDI;160536.0;SC;PSDB;601.53;3
211015;MARCO TEBALDI;160536.0;SC;PSDB;521.77;4
211016;MARCO TEBALDI;160536.0;SC;PSDB;379.43;5
211017;MARCO TEBALDI;160536.0;SC;PSDB;323.12;6
211018;MARCO TEBALDI;160536.0;SC;PSDB;385.11;7
211019;MARCO TEBALDI;160536.0;SC;PSDB;766.89;10
211020;MARCO TEBALDI;160536.0;SC;PSDB;638.8;8
211021;MARCO TEBALDI;160536.0;SC;PSDB;2000.0;4
211022;MARCO TEBALDI;160536.0;SC;PSDB;2000.0;1
211023;MARCO TEBALDI;160536.0;SC;PSDB;2000.0;3
211024;MARCO TEBALDI;160536.0;SC;PSDB;2000.0;5
211025;MARCO TEBALDI;160536.0;SC;PSDB;2000.0;2
211026;MARCO TEBALDI;160536.0;SC;PSDB;200.0;5
211027;MARCO TEBALDI;160536.0;SC;PSDB;117.43;10
211028;MARCO TEBALDI;160536.0;SC;PSDB;3050.0;1
211029;MARCO TEBALDI;160536.0;SC;PSDB;345.0;1
211030;MARCO TEBALDI;160536.0;SC;PSDB;348.11;2
211031;MARCO TEBALDI;160536.0;SC;PSDB;348.11;3
211032;MARCO TEBALDI;160536.0;SC;PSDB;348.11;4
211033;MARCO TEBALDI;160536.0;SC;PSDB;348.11;5
211034;MARCO TEBALDI;160536.0;SC;PSDB;375.65;7
211035;MARCO TEBALDI;160536.0;SC;PSDB;372.54;8
211036;MARCO TEBALDI;160536.0;SC;PSDB;375.65;9
211037;MARCO TEBALDI;160536.0;SC;PSDB;4500.0;11
211038;MARCO TEBALDI;160536.0;SC;PSDB;132.03;7
211039;MARCO TEBALDI;160536.0;SC;PSDB;117.0;9
211040;MARCO TEBALDI;160536.0;SC;PSDB;100.0;4
211041;MARCO TEBALDI;160536.0;SC;PSDB;50.0;1
211042;MARCO TEBALDI;160536.0;SC;PSDB;100.0;1
211043;MARCO TEBALDI;160536.0;SC;PSDB;138.0;7
