;txNomeParlamentar;idecadastro;sgUF;sgPartido;vlrDocumento;numMes
104529;ESPERIDIÃO AMIN;160649.0;SC;PP;320.1;2
104530;ESPERIDIÃO AMIN;160649.0;SC;PP;37.8;6
104531;ESPERIDIÃO AMIN;160649.0;SC;PP;73.9;8
104532;ESPERIDIÃO AMIN;160649.0;SC;PP;87.6;3
104533;ESPERIDIÃO AMIN;160649.0;SC;PP;571.95;8
104534;ESPERIDIÃO AMIN;160649.0;SC;PP;299.7;9
104535;ESPERIDIÃO AMIN;160649.0;SC;PP;594.4;10
104536;ESPERIDIÃO AMIN;160649.0;SC;PP;65.9;10
104537;ESPERIDIÃO AMIN;160649.0;SC;PP;177.4;11
104538;ESPERIDIÃO AMIN;160649.0;SC;PP;284.5;11
104539;ESPERIDIÃO AMIN;160649.0;SC;PP;235.8;4
104540;ESPERIDIÃO AMIN;160649.0;SC;PP;138.14;2
104541;ESPERIDIÃO AMIN;160649.0;SC;PP;573.22;2
104542;ESPERIDIÃO AMIN;160649.0;SC;PP;99.89;4
104543;ESPERIDIÃO AMIN;160649.0;SC;PP;438.37;4
104544;ESPERIDIÃO AMIN;160649.0;SC;PP;31.57;7
104545;ESPERIDIÃO AMIN;160649.0;SC;PP;136.36;7
104546;ESPERIDIÃO AMIN;160649.0;SC;PP;34.79;9
104547;ESPERIDIÃO AMIN;160649.0;SC;PP;138.59;9
104548;ESPERIDIÃO AMIN;160649.0;SC;PP;154.6;3
104549;ESPERIDIÃO AMIN;160649.0;SC;PP;543.4;3
104550;ESPERIDIÃO AMIN;160649.0;SC;PP;111.46;10
104551;ESPERIDIÃO AMIN;160649.0;SC;PP;231.47;10
104552;ESPERIDIÃO AMIN;160649.0;SC;PP;343.91;1
104553;ESPERIDIÃO AMIN;160649.0;SC;PP;57.65;5
104554;ESPERIDIÃO AMIN;160649.0;SC;PP;244.9;5
104555;ESPERIDIÃO AMIN;160649.0;SC;PP;62.31;6
104556;ESPERIDIÃO AMIN;160649.0;SC;PP;185.15;6
104557;ESPERIDIÃO AMIN;160649.0;SC;PP;110.15;12
104558;ESPERIDIÃO AMIN;160649.0;SC;PP;295.58;12
104559;ESPERIDIÃO AMIN;160649.0;SC;PP;239.79;11
104560;ESPERIDIÃO AMIN;160649.0;SC;PP;240.07;11
104561;ESPERIDIÃO AMIN;160649.0;SC;PP;206.36;1
104562;ESPERIDIÃO AMIN;160649.0;SC;PP;56.36;8
104563;ESPERIDIÃO AMIN;160649.0;SC;PP;165.31;8
104564;ESPERIDIÃO AMIN;160649.0;SC;PP;1184.95;10
104565;ESPERIDIÃO AMIN;160649.0;SC;PP;1268.12;10
104566;ESPERIDIÃO AMIN;160649.0;SC;PP;1010.12;6
